Code,Year,Prevalence - Schizophrenia - Sex: Both - Age: Age-standardized (Percent),Prevalence - Bipolar disorder - Sex: Both - Age: Age-standardized (Percent),Prevalence - Eating disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Anxiety disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Drug use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Depressive disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Alcohol use disorders - Sex: Both - Age: Age-standardized (Percent),Prevalence - Mental disorders - Sex: Both - Age: Age-standardized (Percent)
STP,2003,0.22,0.57,0.1,3.1,0.34,3.73,0.53,10.87
STP,2004,0.22,0.58,0.1,3.11,0.34,3.75,0.54,10.9
STP,2005,0.22,0.58,0.1,3.11,0.33,3.75,0.54,10.92
STP,2006,0.23,0.58,0.1,3.11,0.33,3.75,0.54,10.92
STP,2007,0.23,0.58,0.1,3.12,0.33,3.74,0.54,10.92
STP,2008,0.23,0.58,0.1,3.12,0.33,3.74,0.55,10.91
STP,2009,0.23,0.58,0.1,3.13,0.33,3.73,0.55,10.91
STP,2010,0.23,0.58,0.1,3.13,0.34,3.73,0.55,10.91
STP,2011,0.23,0.58,0.11,3.14,0.34,3.73,0.55,10.91
STP,2012,0.23,0.58,0.11,3.14,0.34,3.74,0.55,10.91
STP,2013,0.23,0.58,0.11,3.15,0.34,3.75,0.55,10.92
STP,2014,0.23,0.58,0.11,3.16,0.34,3.76,0.55,10.92
STP,2015,0.23,0.58,0.11,3.16,0.34,3.76,0.55,10.93
STP,2016,0.23,0.58,0.11,3.17,0.35,3.76,0.55,10.93
STP,2017,0.23,0.58,0.11,3.18,0.35,3.77,0.54,10.94
STP,2018,0.23,0.58,0.11,3.18,0.35,3.79,0.55,10.96
STP,2019,0.23,0.58,0.11,3.19,0.35,3.83,0.57,11
SAU,1990,0.27,0.79,0.26,4.5,0.34,4.15,0.44,13.32
SAU,1991,0.27,0.79,0.26,4.5,0.34,4.15,0.44,13.31
SAU,1992,0.27,0.79,0.26,4.5,0.34,4.14,0.44,13.29
SAU,1993,0.27,0.79,0.26,4.51,0.34,4.14,0.44,13.29
SAU,1994,0.27,0.79,0.26,4.51,0.34,4.14,0.44,13.29
SAU,1995,0.27,0.79,0.26,4.52,0.34,4.14,0.44,13.29
SAU,1996,0.27,0.79,0.26,4.53,0.34,4.15,0.44,13.3
SAU,1997,0.27,0.79,0.26,4.54,0.33,4.15,0.44,13.31
SAU,1998,0.27,0.79,0.26,4.55,0.33,4.16,0.44,13.32
SAU,1999,0.27,0.79,0.26,4.55,0.33,4.17,0.44,13.33
SAU,2000,0.27,0.79,0.26,4.56,0.33,4.18,0.44,13.34
SAU,2001,0.27,0.79,0.26,4.57,0.34,4.19,0.44,13.36
SAU,2002,0.27,0.79,0.26,4.58,0.34,4.21,0.44,13.38
SAU,2003,0.27,0.8,0.26,4.59,0.34,4.22,0.44,13.41
SAU,2004,0.27,0.8,0.26,4.6,0.35,4.24,0.44,13.44
SAU,2005,0.27,0.8,0.26,4.61,0.35,4.25,0.44,13.45
SAU,2006,0.27,0.8,0.26,4.62,0.36,4.27,0.44,13.48
SAU,2007,0.27,0.8,0.26,4.63,0.37,4.29,0.44,13.51
SAU,2008,0.27,0.8,0.27,4.65,0.38,4.31,0.45,13.54
SAU,2009,0.27,0.8,0.27,4.66,0.39,4.33,0.45,13.57
SAU,2010,0.27,0.8,0.27,4.68,0.4,4.35,0.45,13.59
SAU,2011,0.27,0.8,0.27,4.69,0.41,4.36,0.45,13.61
SAU,2012,0.27,0.8,0.28,4.71,0.41,4.37,0.45,13.64
SAU,2013,0.28,0.8,0.28,4.74,0.42,4.39,0.45,13.67
SAU,2014,0.28,0.8,0.28,4.76,0.43,4.4,0.45,13.69
SAU,2015,0.28,0.8,0.29,4.77,0.43,4.4,0.45,13.7
SAU,2016,0.28,0.8,0.29,4.76,0.45,4.38,0.45,13.67
SAU,2017,0.28,0.8,0.29,4.74,0.45,4.37,0.45,13.63
SAU,2018,0.28,0.8,0.29,4.75,0.45,4.38,0.45,13.65
SAU,2019,0.28,0.8,0.29,4.77,0.45,4.42,0.46,13.7
SEN,1990,0.22,0.56,0.1,2.92,0.33,4.04,0.47,10.91
SEN,1991,0.22,0.56,0.1,2.91,0.33,4.03,0.47,10.91
SEN,1992,0.22,0.56,0.1,2.91,0.33,4.03,0.47,10.91
SEN,1993,0.22,0.56,0.1,2.91,0.34,4.02,0.47,10.91
SEN,1994,0.22,0.56,0.1,2.91,0.34,4.02,0.47,10.91
SEN,1995,0.22,0.56,0.1,2.91,0.34,4.02,0.47,10.91
SEN,1996,0.22,0.56,0.1,2.91,0.34,4.02,0.47,10.91
SEN,1997,0.22,0.56,0.1,2.91,0.34,4.01,0.47,10.91
SEN,1998,0.22,0.56,0.1,2.92,0.34,4,0.47,10.91
SEN,1999,0.22,0.56,0.1,2.92,0.34,3.99,0.48,10.9
SEN,2000,0.22,0.56,0.09,2.92,0.34,3.99,0.48,10.9
SEN,2001,0.22,0.56,0.1,2.92,0.34,3.99,0.48,10.9
SEN,2002,0.22,0.56,0.1,2.92,0.34,3.99,0.48,10.9
SEN,2003,0.22,0.56,0.1,2.92,0.34,4,0.48,10.91
SEN,2004,0.22,0.56,0.1,2.92,0.34,4,0.48,10.91
SEN,2005,0.22,0.56,0.1,2.92,0.33,4,0.48,10.9
SEN,2006,0.22,0.56,0.1,2.92,0.33,4,0.48,10.9
SEN,2007,0.22,0.56,0.1,2.92,0.33,3.99,0.48,10.89
SEN,2008,0.22,0.56,0.1,2.91,0.33,3.99,0.48,10.87
SEN,2009,0.22,0.56,0.1,2.91,0.33,3.98,0.48,10.86
SEN,2010,0.22,0.56,0.1,2.9,0.33,3.98,0.48,10.86
SEN,2011,0.22,0.56,0.1,2.91,0.33,3.99,0.48,10.86
SEN,2012,0.22,0.56,0.1,2.91,0.32,4.01,0.47,10.88
SEN,2013,0.22,0.56,0.1,2.92,0.32,4.03,0.47,10.91
SEN,2014,0.22,0.56,0.1,2.92,0.32,4.05,0.47,10.93
SEN,2015,0.22,0.56,0.1,2.93,0.32,4.05,0.47,10.94
SEN,2016,0.22,0.56,0.1,2.94,0.33,4.05,0.47,10.95
SEN,2017,0.22,0.56,0.1,2.94,0.33,4.05,0.47,10.95
SEN,2018,0.22,0.56,0.1,2.94,0.33,4.07,0.47,10.97
SEN,2019,0.22,0.56,0.11,2.95,0.33,4.1,0.49,11
SRB,1990,0.3,0.57,0.14,3.49,0.46,3.27,2.21,11.5
SRB,1991,0.3,0.57,0.13,3.49,0.46,3.27,2.21,11.52
SRB,1992,0.3,0.57,0.13,3.49,0.46,3.26,2.22,11.54
SRB,1993,0.3,0.57,0.13,3.5,0.46,3.25,2.21,11.56
SRB,1994,0.3,0.57,0.13,3.5,0.46,3.25,2.21,11.57
SRB,1995,0.3,0.57,0.13,3.51,0.46,3.24,2.21,11.58
SRB,1996,0.3,0.57,0.12,3.52,0.46,3.24,2.2,11.59
SRB,1997,0.3,0.57,0.12,3.53,0.45,3.23,2.19,11.61
SRB,1998,0.3,0.57,0.12,3.54,0.44,3.22,2.17,11.62
SRB,1999,0.3,0.57,0.12,3.55,0.43,3.21,2.16,11.63
SRB,2000,0.3,0.57,0.12,3.55,0.43,3.19,2.15,11.62
SRB,2001,0.3,0.57,0.12,3.55,0.43,3.18,2.14,11.61
SRB,2002,0.3,0.57,0.12,3.55,0.43,3.15,2.14,11.56
SRB,2003,0.3,0.57,0.13,3.55,0.43,3.12,2.13,11.51
SRB,2004,0.3,0.57,0.13,3.55,0.43,3.1,2.13,11.46
SRB,2005,0.3,0.57,0.13,3.55,0.43,3.08,2.13,11.43
SRB,2006,0.3,0.57,0.13,3.55,0.43,3.06,2.13,11.41
SRB,2007,0.3,0.57,0.13,3.56,0.44,3.04,2.12,11.39
SRB,2008,0.3,0.57,0.14,3.56,0.44,3.03,2.11,11.36
SRB,2009,0.3,0.57,0.14,3.56,0.44,3.01,2.11,11.34
SRB,2010,0.3,0.57,0.14,3.57,0.45,3,2.11,11.33
SRB,2011,0.3,0.57,0.14,3.57,0.45,3,2.11,11.33
SRB,2012,0.3,0.57,0.14,3.57,0.45,2.99,2.12,11.34
SRB,2013,0.3,0.57,0.15,3.57,0.45,2.99,2.13,11.35
SRB,2014,0.3,0.58,0.15,3.58,0.45,2.99,2.14,11.36
SRB,2015,0.3,0.58,0.15,3.58,0.45,2.99,2.14,11.37
SRB,2016,0.31,0.58,0.15,3.58,0.46,3.01,2.11,11.39
SRB,2017,0.31,0.58,0.15,3.58,0.46,3.02,2.1,11.42
SRB,2018,0.31,0.58,0.15,3.58,0.46,3.02,2.12,11.4
SRB,2019,0.31,0.58,0.15,3.57,0.46,3.02,2.19,11.38
SYC,1990,0.31,0.35,0.13,3.82,0.9,2.92,0.74,11.04
SYC,1991,0.31,0.35,0.13,3.83,0.91,2.91,0.75,11.03
SYC,1992,0.31,0.35,0.13,3.84,0.92,2.91,0.76,11.02
SYC,1993,0.32,0.35,0.13,3.84,0.92,2.9,0.76,11
SYC,1994,0.32,0.35,0.13,3.85,0.93,2.89,0.77,10.99
SYC,1995,0.32,0.35,0.13,3.86,0.94,2.88,0.77,10.97
SYC,1996,0.32,0.35,0.14,3.86,0.94,2.88,0.78,10.96
SYC,1997,0.32,0.35,0.14,3.87,0.95,2.87,0.78,10.95
SYC,1998,0.32,0.35,0.14,3.87,0.95,2.86,0.78,10.93
SYC,1999,0.32,0.35,0.14,3.87,0.95,2.85,0.79,10.93
SYC,2000,0.32,0.35,0.14,3.87,0.96,2.84,0.79,10.92
SYC,2001,0.32,0.35,0.14,3.87,0.96,2.84,0.79,10.92
SYC,2002,0.32,0.35,0.14,3.87,0.96,2.83,0.79,10.92
SYC,2003,0.32,0.35,0.14,3.87,0.96,2.83,0.79,10.92
SYC,2004,0.32,0.35,0.14,3.87,0.97,2.82,0.79,10.92
SYC,2005,0.32,0.35,0.14,3.86,0.97,2.81,0.79,10.91
SYC,2006,0.32,0.35,0.14,3.86,0.97,2.8,0.79,10.9
SYC,2007,0.32,0.35,0.14,3.87,0.97,2.79,0.78,10.88
SYC,2008,0.32,0.35,0.14,3.88,0.97,2.77,0.78,10.86
SYC,2009,0.32,0.35,0.14,3.88,0.97,2.76,0.78,10.85
SYC,2010,0.32,0.35,0.14,3.89,0.97,2.76,0.78,10.84
SYC,2011,0.32,0.35,0.15,3.89,0.97,2.76,0.77,10.84
SYC,2012,0.32,0.35,0.15,3.9,0.97,2.76,0.77,10.84
SYC,2013,0.33,0.35,0.15,3.9,0.96,2.76,0.77,10.84
SYC,2014,0.33,0.35,0.15,3.91,0.96,2.76,0.76,10.85
SYC,2015,0.33,0.35,0.15,3.92,0.96,2.77,0.76,10.84
SYC,2016,0.33,0.35,0.15,3.92,0.97,2.76,0.77,10.84
SYC,2017,0.33,0.35,0.16,3.93,0.98,2.76,0.77,10.84
SYC,2018,0.33,0.35,0.16,3.94,0.98,2.77,0.78,10.84
SYC,2019,0.33,0.35,0.16,3.94,0.98,2.79,0.79,10.86
SLE,1990,0.21,0.54,0.09,3.61,0.35,4.2,0.48,11.93
SLE,1991,0.21,0.54,0.09,3.61,0.35,4.21,0.48,11.93
SLE,1992,0.21,0.54,0.09,3.61,0.35,4.22,0.49,11.94
SLE,1993,0.21,0.54,0.09,3.61,0.35,4.22,0.49,11.95
SLE,1994,0.21,0.54,0.09,3.61,0.35,4.24,0.49,11.96
SLE,1995,0.21,0.54,0.09,3.61,0.35,4.25,0.49,11.98
SLE,1996,0.21,0.54,0.09,3.62,0.35,4.27,0.49,12.01
SLE,1997,0.21,0.54,0.08,3.63,0.35,4.3,0.49,12.08
SLE,1998,0.21,0.54,0.08,3.64,0.35,4.33,0.5,12.16
SLE,1999,0.21,0.54,0.08,3.64,0.35,4.36,0.5,12.23
SLE,2000,0.21,0.54,0.08,3.64,0.35,4.38,0.5,12.28
SLE,2001,0.21,0.54,0.08,3.64,0.35,4.39,0.5,12.31
SLE,2002,0.21,0.54,0.08,3.64,0.35,4.41,0.5,12.34
SLE,2003,0.21,0.54,0.08,3.64,0.35,4.43,0.5,12.37
SLE,2004,0.21,0.54,0.08,3.64,0.35,4.44,0.5,12.39
SLE,2005,0.21,0.54,0.08,3.65,0.35,4.45,0.5,12.41
SLE,2006,0.21,0.54,0.08,3.65,0.35,4.45,0.5,12.41
SLE,2007,0.21,0.54,0.08,3.65,0.35,4.46,0.5,12.41
SLE,2008,0.21,0.54,0.08,3.65,0.35,4.46,0.5,12.41
SLE,2009,0.21,0.54,0.08,3.65,0.35,4.46,0.5,12.4
SLE,2010,0.21,0.54,0.08,3.66,0.35,4.46,0.5,12.39
SLE,2011,0.21,0.54,0.08,3.66,0.35,4.46,0.5,12.37
SLE,2012,0.21,0.54,0.08,3.67,0.35,4.46,0.5,12.35
SLE,2013,0.21,0.54,0.08,3.68,0.35,4.46,0.5,12.33
SLE,2014,0.21,0.54,0.09,3.69,0.35,4.46,0.5,12.32
SLE,2015,0.21,0.54,0.09,3.7,0.35,4.46,0.5,12.31
SLE,2016,0.21,0.55,0.09,3.72,0.36,4.46,0.5,12.33
SLE,2017,0.21,0.55,0.09,3.73,0.36,4.46,0.5,12.34
SLE,2018,0.21,0.55,0.09,3.73,0.36,4.46,0.5,12.34
SLE,2019,0.21,0.55,0.09,3.72,0.36,4.46,0.51,12.33
SVK,1990,0.31,0.58,0.16,3.67,0.75,3.11,2.27,11.52
SVK,1991,0.31,0.58,0.15,3.67,0.75,3.11,2.28,11.54
SVK,1992,0.31,0.58,0.15,3.68,0.76,3.11,2.28,11.55
SVK,1993,0.31,0.58,0.15,3.68,0.77,3.11,2.27,11.56
SVK,1994,0.31,0.58,0.15,3.68,0.77,3.1,2.27,11.56
SVK,1995,0.31,0.58,0.15,3.69,0.78,3.1,2.26,11.57
SVK,1996,0.31,0.58,0.15,3.69,0.79,3.1,2.25,11.57
SVK,1997,0.31,0.58,0.15,3.69,0.8,3.09,2.23,11.57
SVK,1998,0.31,0.58,0.15,3.7,0.82,3.09,2.21,11.56
SVK,1999,0.31,0.58,0.15,3.7,0.83,3.08,2.18,11.55
SVK,2000,0.31,0.58,0.15,3.71,0.84,3.07,2.17,11.54
SVK,2001,0.31,0.58,0.15,3.71,0.83,3.06,2.17,11.53
SVK,2002,0.31,0.58,0.16,3.71,0.82,3.05,2.17,11.51
SVK,2003,0.31,0.58,0.16,3.71,0.8,3.04,2.18,11.49
SVK,2004,0.31,0.58,0.16,3.71,0.79,3.03,2.18,11.47
SVK,2005,0.31,0.58,0.16,3.71,0.79,3.02,2.19,11.46
SVK,2006,0.31,0.58,0.16,3.71,0.79,3.01,2.2,11.43
SVK,2007,0.31,0.58,0.17,3.71,0.79,2.99,2.22,11.4
SVK,2008,0.31,0.58,0.17,3.71,0.79,2.97,2.24,11.37
SVK,2009,0.31,0.58,0.17,3.71,0.8,2.96,2.27,11.35
SVK,2010,0.31,0.58,0.18,3.71,0.8,2.94,2.29,11.32
SVK,2011,0.32,0.58,0.18,3.71,0.79,2.93,2.31,11.31
SVK,2012,0.32,0.58,0.18,3.71,0.79,2.92,2.35,11.29
SVK,2013,0.32,0.58,0.18,3.7,0.78,2.91,2.39,11.28
SVK,2014,0.32,0.58,0.19,3.7,0.77,2.91,2.43,11.26
SVK,2015,0.32,0.58,0.19,3.7,0.77,2.9,2.45,11.25
SVK,2016,0.32,0.58,0.19,3.69,0.79,2.9,2.41,11.24
SVK,2017,0.32,0.58,0.19,3.68,0.81,2.9,2.38,11.22
SVK,2018,0.32,0.58,0.19,3.68,0.8,2.9,2.41,11.21
SVK,2019,0.32,0.58,0.2,3.68,0.77,2.9,2.49,11.21
SVN,1990,0.31,0.58,0.17,3.64,0.84,4.02,2.35,12.23
SVN,1991,0.31,0.58,0.17,3.64,0.84,4.03,2.39,12.25
SVN,1992,0.31,0.58,0.17,3.64,0.84,4.03,2.43,12.26
SVN,1993,0.31,0.58,0.17,3.64,0.84,4.02,2.46,12.27
SVN,1994,0.31,0.58,0.17,3.64,0.84,4.02,2.48,12.27
SVN,1995,0.31,0.59,0.17,3.65,0.84,4.01,2.5,12.28
SVN,1996,0.32,0.59,0.17,3.65,0.83,4,2.5,12.27
SVN,1997,0.32,0.59,0.17,3.65,0.83,3.98,2.5,12.25
SVN,1998,0.32,0.59,0.17,3.66,0.83,3.94,2.49,12.22
SVN,1999,0.32,0.59,0.17,3.66,0.83,3.9,2.48,12.19
SVN,2000,0.32,0.59,0.17,3.67,0.84,3.87,2.48,12.16
SVN,2001,0.32,0.59,0.17,3.67,0.85,3.85,2.48,12.13
SVN,2002,0.32,0.59,0.17,3.67,0.85,3.82,2.49,12.09
SVN,2003,0.32,0.59,0.18,3.67,0.86,3.79,2.5,12.06
SVN,2004,0.32,0.59,0.18,3.68,0.86,3.75,2.51,12.02
SVN,2005,0.32,0.59,0.18,3.68,0.87,3.72,2.51,11.98
SVN,2006,0.32,0.59,0.18,3.67,0.88,3.68,2.51,11.94
SVN,2007,0.32,0.59,0.18,3.67,0.9,3.63,2.49,11.88
SVN,2008,0.32,0.59,0.19,3.67,0.92,3.57,2.48,11.83
SVN,2009,0.32,0.59,0.19,3.67,0.94,3.52,2.47,11.77
SVN,2010,0.32,0.59,0.19,3.67,0.95,3.48,2.47,11.74
SVN,2011,0.32,0.59,0.19,3.67,0.95,3.45,2.48,11.72
SVN,2012,0.32,0.59,0.19,3.67,0.95,3.43,2.52,11.7
SVN,2013,0.32,0.59,0.19,3.67,0.96,3.4,2.55,11.68
SVN,2014,0.32,0.59,0.19,3.67,0.96,3.39,2.58,11.67
SVN,2015,0.32,0.59,0.19,3.67,0.96,3.38,2.59,11.66
SVN,2016,0.32,0.59,0.2,3.66,0.97,3.38,2.56,11.66
SVN,2017,0.32,0.59,0.2,3.65,0.97,3.39,2.52,11.66
SVN,2018,0.32,0.59,0.2,3.65,0.94,3.38,2.55,11.65
SVN,2019,0.32,0.59,0.2,3.66,0.86,3.37,2.61,11.63
SLB,1990,0.26,0.26,0.07,3.96,0.7,3.14,0.7,12.17
SLB,1991,0.26,0.26,0.07,3.96,0.7,3.14,0.7,12.16
SLB,1992,0.26,0.26,0.07,3.97,0.7,3.14,0.71,12.15
SLB,1993,0.26,0.26,0.07,3.97,0.7,3.14,0.71,12.14
SLB,1994,0.26,0.26,0.07,3.98,0.7,3.14,0.71,12.13
SLB,1995,0.26,0.26,0.07,3.98,0.7,3.14,0.71,12.13
SLB,1996,0.26,0.26,0.07,3.99,0.71,3.14,0.71,12.13
SLB,1997,0.26,0.26,0.07,4,0.71,3.13,0.71,12.13
SLB,1998,0.26,0.26,0.07,4.01,0.71,3.13,0.71,12.13
SLB,1999,0.26,0.26,0.07,4.03,0.71,3.12,0.71,12.13
SLB,2000,0.26,0.26,0.07,4.03,0.72,3.12,0.71,12.13
SLB,2001,0.26,0.26,0.07,4.03,0.71,3.11,0.71,12.14
SLB,2002,0.26,0.26,0.07,4.02,0.71,3.11,0.71,12.16
SLB,2003,0.26,0.26,0.07,4.01,0.71,3.1,0.71,12.19
SLB,2004,0.26,0.26,0.06,4,0.71,3.1,0.7,12.21
SLB,2005,0.26,0.26,0.06,3.99,0.71,3.09,0.7,12.22
SLB,2006,0.26,0.26,0.06,4,0.71,3.09,0.7,12.23
SLB,2007,0.26,0.26,0.06,4.02,0.7,3.08,0.7,12.24
SLB,2008,0.26,0.26,0.06,4.03,0.7,3.08,0.7,12.25
SLB,2009,0.26,0.26,0.06,4.05,0.7,3.07,0.7,12.26
SLB,2010,0.26,0.26,0.07,4.06,0.7,3.07,0.7,12.27
SLB,2011,0.26,0.26,0.07,4.07,0.7,3.07,0.7,12.27
SLB,2012,0.26,0.26,0.07,4.09,0.7,3.07,0.7,12.27
SLB,2013,0.26,0.26,0.07,4.1,0.7,3.08,0.7,12.27
SLB,2014,0.26,0.26,0.07,4.11,0.7,3.08,0.7,12.26
SLB,2015,0.26,0.26,0.07,4.12,0.7,3.08,0.7,12.25
SLB,2016,0.26,0.26,0.07,4.12,0.71,3.08,0.69,12.23
SLB,2017,0.26,0.26,0.07,4.11,0.71,3.08,0.69,12.21
SLB,2018,0.26,0.26,0.07,4.12,0.71,3.08,0.69,12.21
SLB,2019,0.26,0.26,0.07,4.14,0.71,3.09,0.7,12.23
SOM,1990,0.19,0.59,0.05,3.37,0.33,4.92,1.26,13.82
SOM,1991,0.19,0.59,0.05,3.37,0.33,4.93,1.25,13.85
SOM,1992,0.19,0.59,0.05,3.37,0.33,4.93,1.24,13.88
SOM,1993,0.19,0.59,0.05,3.37,0.33,4.93,1.24,13.92
SOM,1994,0.19,0.59,0.05,3.37,0.33,4.93,1.23,13.96
SOM,1995,0.19,0.59,0.05,3.37,0.33,4.93,1.23,14
SOM,1996,0.19,0.59,0.05,3.37,0.33,4.94,1.23,14.06
SOM,1997,0.19,0.59,0.05,3.37,0.34,4.93,1.23,14.12
SOM,1998,0.19,0.59,0.05,3.37,0.34,4.93,1.23,14.19
SOM,1999,0.19,0.59,0.05,3.37,0.34,4.94,1.23,14.25
SOM,2000,0.19,0.59,0.05,3.37,0.34,4.94,1.23,14.28
SOM,2001,0.19,0.59,0.05,3.37,0.34,4.94,1.23,14.31
SOM,2002,0.19,0.59,0.05,3.37,0.34,4.94,1.23,14.33
SOM,2003,0.19,0.59,0.05,3.37,0.34,4.94,1.23,14.35
SOM,2004,0.19,0.59,0.05,3.38,0.34,4.94,1.22,14.37
SOM,2005,0.19,0.59,0.05,3.38,0.34,4.94,1.22,14.38
SOM,2006,0.19,0.59,0.05,3.38,0.34,4.94,1.21,14.38
SOM,2007,0.19,0.59,0.05,3.37,0.34,4.92,1.21,14.37
SOM,2008,0.19,0.59,0.05,3.37,0.34,4.91,1.2,14.36
SOM,2009,0.19,0.59,0.05,3.36,0.34,4.9,1.2,14.35
SOM,2010,0.19,0.59,0.05,3.36,0.34,4.9,1.19,14.35
SOM,2011,0.19,0.59,0.05,3.36,0.34,4.9,1.19,14.35
SOM,2012,0.19,0.59,0.05,3.35,0.34,4.91,1.19,14.35
SOM,2013,0.19,0.59,0.05,3.35,0.34,4.92,1.19,14.34
SOM,2014,0.19,0.59,0.05,3.34,0.34,4.92,1.19,14.34
SOM,2015,0.19,0.59,0.05,3.34,0.34,4.93,1.19,14.33
SOM,2016,0.19,0.59,0.05,3.34,0.34,4.93,1.19,14.33
SOM,2017,0.19,0.59,0.05,3.34,0.34,4.94,1.18,14.33
SOM,2018,0.19,0.59,0.05,3.34,0.34,4.94,1.19,14.34
SOM,2019,0.19,0.59,0.05,3.33,0.34,4.94,1.21,14.36
ZAF,1990,0.23,0.57,0.16,3.85,1.49,4.36,2.26,11.81
ZAF,1991,0.23,0.57,0.15,3.85,1.53,4.32,2.29,11.77
ZAF,1992,0.23,0.57,0.15,3.85,1.56,4.27,2.31,11.74
ZAF,1993,0.23,0.57,0.15,3.85,1.59,4.24,2.33,11.71
ZAF,1994,0.23,0.57,0.15,3.86,1.61,4.21,2.35,11.69
ZAF,1995,0.23,0.57,0.15,3.86,1.62,4.2,2.36,11.68
ZAF,1996,0.23,0.57,0.15,3.87,1.62,4.19,2.36,11.69
ZAF,1997,0.23,0.57,0.15,3.9,1.61,4.18,2.37,11.7
ZAF,1998,0.23,0.57,0.15,3.93,1.6,4.18,2.37,11.72
ZAF,1999,0.23,0.57,0.15,3.95,1.59,4.17,2.36,11.74
ZAF,2000,0.23,0.57,0.15,3.97,1.58,4.17,2.36,11.75
ZAF,2001,0.23,0.57,0.15,3.97,1.57,4.15,2.35,11.74
ZAF,2002,0.23,0.57,0.15,3.97,1.56,4.14,2.33,11.73
ZAF,2003,0.23,0.57,0.15,3.98,1.54,4.12,2.3,11.72
ZAF,2004,0.23,0.57,0.15,3.98,1.53,4.1,2.28,11.71
ZAF,2005,0.23,0.57,0.16,3.98,1.5,4.1,2.26,11.71
ZAF,2006,0.23,0.57,0.16,3.97,1.47,4.12,2.24,11.72
ZAF,2007,0.23,0.57,0.16,3.95,1.42,4.15,2.22,11.74
ZAF,2008,0.23,0.57,0.16,3.93,1.37,4.18,2.2,11.75
ZAF,2009,0.23,0.57,0.16,3.91,1.32,4.21,2.18,11.77
ZAF,2010,0.23,0.58,0.16,3.91,1.27,4.24,2.16,11.79
ZAF,2011,0.23,0.58,0.16,3.91,1.22,4.27,2.13,11.82
ZAF,2012,0.23,0.58,0.17,3.92,1.15,4.29,2.09,11.85
ZAF,2013,0.23,0.58,0.17,3.92,1.09,4.33,2.05,11.89
ZAF,2014,0.23,0.58,0.17,3.93,1.04,4.35,2.01,11.92
ZAF,2015,0.23,0.58,0.17,3.93,1.01,4.38,1.98,11.95
ZAF,2016,0.23,0.58,0.17,3.94,1,4.45,1.92,12.01
ZAF,2017,0.23,0.58,0.17,3.94,1,4.5,1.88,12.07
ZAF,2018,0.23,0.58,0.17,3.94,1,4.49,1.89,12.05
ZAF,2019,0.23,0.58,0.17,3.92,0.98,4.45,1.94,12.01
SSD,1990,0.23,0.62,0.15,4.8,0.35,4.69,1.5,12.96
SSD,1991,0.23,0.62,0.15,4.8,0.35,4.69,1.49,12.96
SSD,1992,0.23,0.62,0.15,4.8,0.35,4.69,1.49,12.97
SSD,1993,0.23,0.62,0.15,4.81,0.35,4.69,1.49,12.98
SSD,1994,0.23,0.62,0.15,4.81,0.35,4.7,1.48,12.98
SSD,1995,0.23,0.62,0.15,4.82,0.35,4.7,1.48,12.99
SSD,1996,0.23,0.62,0.15,4.82,0.35,4.7,1.47,13
SSD,1997,0.23,0.62,0.15,4.83,0.35,4.71,1.47,13.01
SSD,1998,0.23,0.62,0.14,4.84,0.35,4.71,1.46,13.02
SSD,1999,0.23,0.62,0.14,4.84,0.35,4.71,1.46,13.03
SSD,2000,0.23,0.62,0.14,4.85,0.35,4.72,1.45,13.04
SSD,2001,0.23,0.62,0.14,4.86,0.35,4.72,1.45,13.04
SSD,2002,0.23,0.62,0.15,4.86,0.35,4.72,1.44,13.05
SSD,2003,0.23,0.62,0.15,4.87,0.35,4.72,1.43,13.06
SSD,2004,0.23,0.62,0.15,4.88,0.35,4.72,1.43,13.06
SSD,2005,0.23,0.62,0.15,4.89,0.35,4.72,1.42,13.07
SSD,2006,0.23,0.62,0.15,4.89,0.35,4.73,1.41,13.07
SSD,2007,0.23,0.62,0.15,4.9,0.35,4.72,1.4,13.07
SSD,2008,0.23,0.62,0.15,4.91,0.35,4.72,1.39,13.08
SSD,2009,0.23,0.62,0.15,4.92,0.35,4.72,1.38,13.09
SSD,2010,0.23,0.62,0.15,4.93,0.35,4.73,1.38,13.1
SSD,2011,0.23,0.62,0.15,4.95,0.35,4.73,1.38,13.11
SSD,2012,0.23,0.62,0.15,4.98,0.35,4.74,1.38,13.14
SSD,2013,0.23,0.62,0.15,5.01,0.35,4.76,1.37,13.18
SSD,2014,0.23,0.62,0.15,5.04,0.35,4.77,1.37,13.21
SSD,2015,0.23,0.62,0.15,5.07,0.35,4.78,1.36,13.24
SSD,2016,0.23,0.62,0.15,5.1,0.35,4.8,1.35,13.28
SSD,2017,0.23,0.62,0.16,5.12,0.35,4.82,1.34,13.3
SSD,2018,0.23,0.62,0.16,5.11,0.35,4.83,1.35,13.31
SSD,2019,0.23,0.62,0.16,5.08,0.35,4.85,1.38,13.31
ESP,1990,0.29,1.01,0.51,5.04,1.46,4.47,1.88,17.43
ESP,1991,0.29,1.01,0.51,5.07,1.53,4.39,1.87,17.38
ESP,1992,0.29,1.01,0.52,5.08,1.6,4.32,1.86,17.33
ESP,1993,0.29,1.01,0.53,5.09,1.66,4.26,1.85,17.29
ESP,1994,0.29,1.01,0.54,5.09,1.71,4.22,1.85,17.25
